returned;Order ID;row_id;order_id;order_date;ship_date;ship_mode;customer_id;customer_name;segment;country;city;state;postal_code;region;product_id;category;subcategory;product_name;sales;quantity;discount;profit;person;region_1
Yes    ;US-2016-143287;9958;US-2016-143287;2016/11/11 00:00:00.000;2016/11/17 00:00:00.000;Standard Class;KN-16705;Kristina Nunn         ;Home Office;United States;New Rochelle     ;New York            ;10801;East   ;OFF-PA-10004039;Office Supplies;Paper      ;Xerox 1882                                                                                                                     ;223,92;4;0,0;109.7208;Chuck Magee      ;East   
Yes    ;US-2016-143287;9959;US-2016-143287;2016/11/11 00:00:00.000;2016/11/17 00:00:00.000;Standard Class;KN-16705;Kristina Nunn         ;Home Office;United States;New Rochelle     ;New York            ;10801;East   ;OFF-SU-10001574;Office Supplies;Supplies   ;Acme Value Line Scissors                                                                                                       ;7,3;2;0,0;2.19;Chuck Magee      ;East   
Yes    ;US-2016-150574;435;US-2016-150574;2016/12/19 00:00:00.000;2016/12/25 00:00:00.000;Standard Class;MK-18160;Mike Kennedy          ;Consumer   ;United States;Jacksonville     ;Florida             ;32216;South  ;OFF-BI-10000773;Office Supplies;Binders    ;Insertable Tab Post Binder Dividers                                                                                            ;4,812;2;0,7;-3.6892;Cassandra Brandow;South  
Yes    ;US-2016-150574;436;US-2016-150574;2016/12/19 00:00:00.000;2016/12/25 00:00:00.000;Standard Class;MK-18160;Mike Kennedy          ;Consumer   ;United States;Jacksonville     ;Florida             ;32216;South  ;TEC-AC-10002600;Technology     ;Accessories;Belkin QODE FastFit Bluetooth Keyboard                                                                                         ;247,8;5;0,2;-18.585;Cassandra Brandow;South  
Yes    ;US-2016-150574;435;US-2016-150574;2016/12/19 00:00:00.000;2016/12/25 00:00:00.000;Standard Class;MK-18160;Mike Kennedy          ;Consumer   ;United States;Jacksonville     ;Florida             ;32216;South  ;OFF-BI-10000773;Office Supplies;Binders    ;Insertable Tab Post Binder Dividers                                                                                            ;4,812;2;0,7;-3.6892;Cassandra Brandow;South  
Yes    ;US-2016-150574;436;US-2016-150574;2016/12/19 00:00:00.000;2016/12/25 00:00:00.000;Standard Class;MK-18160;Mike Kennedy          ;Consumer   ;United States;Jacksonville     ;Florida             ;32216;South  ;TEC-AC-10002600;Technology     ;Accessories;Belkin QODE FastFit Bluetooth Keyboard                                                                                         ;247,8;5;0,2;-18.585;Cassandra Brandow;South  
Yes    ;US-2016-164406;9823;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-AP-10003287;Office Supplies;Appliances ;Tripp Lite TLP810NET Broadband Surge for Modem/Fax                                                                             ;152,91;3;0,0;42.8148;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9824;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-PA-10000167;Office Supplies;Paper      ;Xerox 1925                                                                                                                     ;92,94;3;0,0;41.823;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9825;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10002309;Office Supplies;Binders    ;Avery Heavy-Duty EZD  Binder With Locking Rings                                                                                ;17,856;4;0,2;6.2496;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9826;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10003638;Office Supplies;Binders    ;GBC Durable Plastic Covers                                                                                                     ;46,44;3;0,2;15.093;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9827;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;FUR-CH-10003833;Furniture      ;Chairs     ;Novimex Fabric Task Chair                                                                                                      ;195,136;4;0,2;-12.196;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9823;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-AP-10003287;Office Supplies;Appliances ;Tripp Lite TLP810NET Broadband Surge for Modem/Fax                                                                             ;152,91;3;0,0;42.8148;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9824;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-PA-10000167;Office Supplies;Paper      ;Xerox 1925                                                                                                                     ;92,94;3;0,0;41.823;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9825;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10002309;Office Supplies;Binders    ;Avery Heavy-Duty EZD  Binder With Locking Rings                                                                                ;17,856;4;0,2;6.2496;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9826;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10003638;Office Supplies;Binders    ;GBC Durable Plastic Covers                                                                                                     ;46,44;3;0,2;15.093;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9827;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;FUR-CH-10003833;Furniture      ;Chairs     ;Novimex Fabric Task Chair                                                                                                      ;195,136;4;0,2;-12.196;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9823;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-AP-10003287;Office Supplies;Appliances ;Tripp Lite TLP810NET Broadband Surge for Modem/Fax                                                                             ;152,91;3;0,0;42.8148;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9824;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-PA-10000167;Office Supplies;Paper      ;Xerox 1925                                                                                                                     ;92,94;3;0,0;41.823;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9825;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10002309;Office Supplies;Binders    ;Avery Heavy-Duty EZD  Binder With Locking Rings                                                                                ;17,856;4;0,2;6.2496;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9826;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10003638;Office Supplies;Binders    ;GBC Durable Plastic Covers                                                                                                     ;46,44;3;0,2;15.093;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9827;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;FUR-CH-10003833;Furniture      ;Chairs     ;Novimex Fabric Task Chair                                                                                                      ;195,136;4;0,2;-12.196;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9823;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-AP-10003287;Office Supplies;Appliances ;Tripp Lite TLP810NET Broadband Surge for Modem/Fax                                                                             ;152,91;3;0,0;42.8148;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9824;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-PA-10000167;Office Supplies;Paper      ;Xerox 1925                                                                                                                     ;92,94;3;0,0;41.823;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9825;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10002309;Office Supplies;Binders    ;Avery Heavy-Duty EZD  Binder With Locking Rings                                                                                ;17,856;4;0,2;6.2496;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9826;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10003638;Office Supplies;Binders    ;GBC Durable Plastic Covers                                                                                                     ;46,44;3;0,2;15.093;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9827;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;FUR-CH-10003833;Furniture      ;Chairs     ;Novimex Fabric Task Chair                                                                                                      ;195,136;4;0,2;-12.196;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9823;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-AP-10003287;Office Supplies;Appliances ;Tripp Lite TLP810NET Broadband Surge for Modem/Fax                                                                             ;152,91;3;0,0;42.8148;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9824;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-PA-10000167;Office Supplies;Paper      ;Xerox 1925                                                                                                                     ;92,94;3;0,0;41.823;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9825;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10002309;Office Supplies;Binders    ;Avery Heavy-Duty EZD  Binder With Locking Rings                                                                                ;17,856;4;0,2;6.2496;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9826;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;OFF-BI-10003638;Office Supplies;Binders    ;GBC Durable Plastic Covers                                                                                                     ;46,44;3;0,2;15.093;Anna Andreadi    ;West   
Yes    ;US-2016-164406;9827;US-2016-164406;2016/08/15 00:00:00.000;2016/08/19 00:00:00.000;Standard Class;BD-11605;Brian Dahlen          ;Consumer   ;United States;San Francisco    ;California          ;94122;West   ;FUR-CH-10003833;Furniture      ;Chairs     ;Novimex Fabric Task Chair                                                                                                      ;195,136;4;0,2;-12.196;Anna Andreadi    ;West   
Yes    ;US-2016-164763;7428;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000605;Office Supplies;Binders    ;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red                                                         ";11,43;3;0,0;5.3721;Cassandra Brandow;South  
Yes    ;US-2016-164763;7429;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000309;Office Supplies;Binders    ;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black                                                                        ";30,44;2;0,0;14.9156;Cassandra Brandow;South  
Yes    ;US-2016-164763;7430;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003349;Office Supplies;Paper      ;Xerox 1957                                                                                                                     ;12,96;2;0,0;6.3504;Cassandra Brandow;South  
Yes    ;US-2016-164763;7431;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003063;Office Supplies;Paper      ;EcoTones Memo Sheets                                                                                                           ;16,0;4;0,0;7.68;Cassandra Brandow;South  
Yes    ;US-2016-164763;7432;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-AP-10003971;Office Supplies;Appliances ;Belkin 6 Outlet Metallic Surge Strip                                                                                           ;32,67;3;0,0;8.4942;Cassandra Brandow;South  
Yes    ;US-2016-164763;7428;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000605;Office Supplies;Binders    ;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red                                                         ";11,43;3;0,0;5.3721;Cassandra Brandow;South  
Yes    ;US-2016-164763;7429;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000309;Office Supplies;Binders    ;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black                                                                        ";30,44;2;0,0;14.9156;Cassandra Brandow;South  
Yes    ;US-2016-164763;7430;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003349;Office Supplies;Paper      ;Xerox 1957                                                                                                                     ;12,96;2;0,0;6.3504;Cassandra Brandow;South  
Yes    ;US-2016-164763;7431;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003063;Office Supplies;Paper      ;EcoTones Memo Sheets                                                                                                           ;16,0;4;0,0;7.68;Cassandra Brandow;South  
Yes    ;US-2016-164763;7432;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-AP-10003971;Office Supplies;Appliances ;Belkin 6 Outlet Metallic Surge Strip                                                                                           ;32,67;3;0,0;8.4942;Cassandra Brandow;South  
Yes    ;US-2016-164763;7428;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000605;Office Supplies;Binders    ;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red                                                         ";11,43;3;0,0;5.3721;Cassandra Brandow;South  
Yes    ;US-2016-164763;7429;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000309;Office Supplies;Binders    ;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black                                                                        ";30,44;2;0,0;14.9156;Cassandra Brandow;South  
Yes    ;US-2016-164763;7430;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003349;Office Supplies;Paper      ;Xerox 1957                                                                                                                     ;12,96;2;0,0;6.3504;Cassandra Brandow;South  
Yes    ;US-2016-164763;7431;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003063;Office Supplies;Paper      ;EcoTones Memo Sheets                                                                                                           ;16,0;4;0,0;7.68;Cassandra Brandow;South  
Yes    ;US-2016-164763;7432;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-AP-10003971;Office Supplies;Appliances ;Belkin 6 Outlet Metallic Surge Strip                                                                                           ;32,67;3;0,0;8.4942;Cassandra Brandow;South  
Yes    ;US-2016-164763;7428;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000605;Office Supplies;Binders    ;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red                                                         ";11,43;3;0,0;5.3721;Cassandra Brandow;South  
Yes    ;US-2016-164763;7429;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000309;Office Supplies;Binders    ;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black                                                                        ";30,44;2;0,0;14.9156;Cassandra Brandow;South  
Yes    ;US-2016-164763;7430;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003349;Office Supplies;Paper      ;Xerox 1957                                                                                                                     ;12,96;2;0,0;6.3504;Cassandra Brandow;South  
Yes    ;US-2016-164763;7431;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003063;Office Supplies;Paper      ;EcoTones Memo Sheets                                                                                                           ;16,0;4;0,0;7.68;Cassandra Brandow;South  
Yes    ;US-2016-164763;7432;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-AP-10003971;Office Supplies;Appliances ;Belkin 6 Outlet Metallic Surge Strip                                                                                           ;32,67;3;0,0;8.4942;Cassandra Brandow;South  
Yes    ;US-2016-164763;7428;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000605;Office Supplies;Binders    ;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red                                                         ";11,43;3;0,0;5.3721;Cassandra Brandow;South  
Yes    ;US-2016-164763;7429;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-BI-10000309;Office Supplies;Binders    ;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black                                                                        ";30,44;2;0,0;14.9156;Cassandra Brandow;South  
Yes    ;US-2016-164763;7430;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003349;Office Supplies;Paper      ;Xerox 1957                                                                                                                     ;12,96;2;0,0;6.3504;Cassandra Brandow;South  
Yes    ;US-2016-164763;7431;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-PA-10003063;Office Supplies;Paper      ;EcoTones Memo Sheets                                                                                                           ;16,0;4;0,0;7.68;Cassandra Brandow;South  
Yes    ;US-2016-164763;7432;US-2016-164763;2016/03/17 00:00:00.000;2016/03/21 00:00:00.000;Standard Class;MH-17440;Mark Haberlin         ;Corporate  ;United States;Jackson          ;Mississippi         ;39212;South  ;OFF-AP-10003971;Office Supplies;Appliances ;Belkin 6 Outlet Metallic Surge Strip                                                                                           ;32,67;3;0,0;8.4942;Cassandra Brandow;South  
Yes    ;US-2017-110569;3297;US-2017-110569;2017/05/23 00:00:00.000;2017/05/30 00:00:00.000;Standard Class;EB-13870;Emily Burns           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-BI-10001036;Office Supplies;Binders    ;Cardinal EasyOpen D-Ring Binders                                                                                               ;19,194;7;0,7;-12.796;Anna Andreadi    ;West   
Yes    ;US-2017-110569;3298;US-2017-110569;2017/05/23 00:00:00.000;2017/05/30 00:00:00.000;Standard Class;EB-13870;Emily Burns           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-AP-10004708;Office Supplies;Appliances ;Fellowes Superior 10 Outlet Split Surge Protector                                                                              ;121,792;4;0,2;13.7016;Anna Andreadi    ;West   
Yes    ;US-2017-110569;3297;US-2017-110569;2017/05/23 00:00:00.000;2017/05/30 00:00:00.000;Standard Class;EB-13870;Emily Burns           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-BI-10001036;Office Supplies;Binders    ;Cardinal EasyOpen D-Ring Binders                                                                                               ;19,194;7;0,7;-12.796;Anna Andreadi    ;West   
Yes    ;US-2017-110569;3298;US-2017-110569;2017/05/23 00:00:00.000;2017/05/30 00:00:00.000;Standard Class;EB-13870;Emily Burns           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-AP-10004708;Office Supplies;Appliances ;Fellowes Superior 10 Outlet Split Surge Protector                                                                              ;121,792;4;0,2;13.7016;Anna Andreadi    ;West   
Yes    ;US-2017-126214;1014;US-2017-126214;2017/12/21 00:00:00.000;2017/12/24 00:00:00.000;Second Class  ;JS-15880;John Stevenson        ;Consumer   ;United States;Seattle          ;Washington          ;98103;West   ;FUR-TA-10003748;Furniture      ;Tables     ;Bevis 36 x 72 Conference Tables                                                                                                ;1618,37;13;0,0;356.0414;Anna Andreadi    ;West   
Yes    ;US-2017-126214;1015;US-2017-126214;2017/12/21 00:00:00.000;2017/12/24 00:00:00.000;Second Class  ;JS-15880;John Stevenson        ;Consumer   ;United States;Seattle          ;Washington          ;98103;West   ;TEC-AC-10003198;Technology     ;Accessories;Enermax Acrylux Wireless Keyboard                                                                                              ;99,6;1;0,0;36.852;Anna Andreadi    ;West   
Yes    ;US-2017-126214;1014;US-2017-126214;2017/12/21 00:00:00.000;2017/12/24 00:00:00.000;Second Class  ;JS-15880;John Stevenson        ;Consumer   ;United States;Seattle          ;Washington          ;98103;West   ;FUR-TA-10003748;Furniture      ;Tables     ;Bevis 36 x 72 Conference Tables                                                                                                ;1618,37;13;0,0;356.0414;Anna Andreadi    ;West   
Yes    ;US-2017-126214;1015;US-2017-126214;2017/12/21 00:00:00.000;2017/12/24 00:00:00.000;Second Class  ;JS-15880;John Stevenson        ;Consumer   ;United States;Seattle          ;Washington          ;98103;West   ;TEC-AC-10003198;Technology     ;Accessories;Enermax Acrylux Wireless Keyboard                                                                                              ;99,6;1;0,0;36.852;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2548;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-AR-10002255;Office Supplies;Art        ;Newell 346                                                                                                                     ;2,304;1;0,2;0.2592;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2549;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;TEC-PH-10002624;Technology     ;Phones     ;Samsung Galaxy S4 Mini                                                                                                         ;1879,96;5;0,2;211.4955;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2550;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-PA-10001878;Office Supplies;Paper      ;Xerox 1891                                                                                                                     ;313,024;8;0,2;105.6456;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2551;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-LA-10000452;Office Supplies;Labels     ;Avery 488                                                                                                                      ;5,04;2;0,2;1.764;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2548;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-AR-10002255;Office Supplies;Art        ;Newell 346                                                                                                                     ;2,304;1;0,2;0.2592;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2549;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;TEC-PH-10002624;Technology     ;Phones     ;Samsung Galaxy S4 Mini                                                                                                         ;1879,96;5;0,2;211.4955;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2550;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-PA-10001878;Office Supplies;Paper      ;Xerox 1891                                                                                                                     ;313,024;8;0,2;105.6456;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2551;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-LA-10000452;Office Supplies;Labels     ;Avery 488                                                                                                                      ;5,04;2;0,2;1.764;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2548;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;OFF-AR-10002255;Office Supplies;Art        ;Newell 346                                                                                                                     ;2,304;1;0,2;0.2592;Anna Andreadi    ;West   
Yes    ;US-2017-128090;2549;US-2017-128090;2017/08/16 00:00:00.000;2017/08/22 00:00:00.000;Standard Class;JM-15865;John Murray           ;Consumer   ;United States;Phoenix          ;Arizona             ;85023;West   ;TEC-PH-10002624;Technology     ;Phones     ;Samsung Galaxy S4 Mini                                                                                                         ;1879,96;5;0,2;211.4955;Anna Andreadi    ;West   
